code,credits,prerequisites,gen_ed
AAF150,3,,"A3, C3"
AAF150H,3,3.40 overall GPA or better,"A3, C3"
AAF201,3,,"A3, C3"
AAF202,3,,
AAF206,3,"AAF 150, or sophomore standing, or by permission of the instructor",
AAF230,3,,
AAF235,3,,
AAF239,3,,A2
AAF240,3,,"C3, A2"
AAF247,4,,"A3, C3"
AAF248,4,,"A3, C3"
AAF300,3,"Completion of AAF 201 or AAF 202, or sophomore standing",
AAF309,3,"Sophomore standing, AAF208/MUS208 (C or better), and permission of instructor are required",
AAF352,4,,"A3, C3"
AAF353,3,"AAF 150, or sophomore standing, or by permission of instructor",
AAF355,3,sophomore standing,"A3, C3"
AAF359,3,sophomore standing or permission of instructor,
AAF361,3,,
AAF362,4,,
AAF364,4,,
AAF366,3,HIS 150 or AAF 150 or HIS 142 and sophomore standing or permission of instructor,"C3, B1"
AAF372,3,,
AAF380,3,,
AAF388,3,sophomore standing or permission of instructor,
AAF390,3,permission of director,
AAF399,3,PSY 113 or 103,
AAF408,4,"PSC 113 or 210, and PSC 116 or 211",
AAF408H,4,"PSC 113 or 210, and PSC 116 or 211, and 3.40 or better overall GPA",
AAF410,3,APG 313 or PSC 201 or HIS 388 or permission of instructor,
AAF415,3,,
AAF428,3,one 300-level sociology course or permission of instructor,
AAF466,3,PSC 113 or 210,
AAF466H,3,"PSC 113 or 210, and 3.40 overall GPA",
AAF477,6,,
AAF484,4,,"C3, D1"
AAF498,3,"AAF 150, 201, 202, senior standing, or permission of instructor",
ACC199,3,Open to non-business majors with more than 24 credits or permission of dean's office,
ACC201,3,,
ACC201H,3,Must have a 3.40 overall GPA,
ACC202,3,ACC (BUS) 201 or 201H or permission of instructor,
ACC301,3,ACC (BUS) 201 or 201H or permission of instructor,
ACC302,3,ACC (BUS) 301 with a grade of C or better or permission of instructor,
ACC303,3,ACC (BUS) 202 and junior standing in a degree granting college or permission of instructor,
ACC390,1,Business majors with Sophomore standing,
ACC401,3,"ACC (BUS) 301 or concurrent enrollment in 301, BAI (BUS) 310 or current enrollment in BAI (BUS) 310, and junior standing in a degree granting college or permission of instructor",
ACC402,3,ACC (BUS) 302 or permission of instructor,
ACC402H,3,ACC (BUS) 302 or permission of instructor,
ACC403,3,"ACC (BUS) 302 or concurrent enrollment in 302, and junior sanding in a degree granting college, or permission of instructor",
ACC404,3,"ACC (BUS) 302 or concurrent enrollment in 302, or permission of instructor",
ACC491,3,must be a student in the College of Business with more than 75 credits and permission of instructor,
ACC492,3,must be a student in the College of Business with more than 75 credits and permission of instructor,
ACC493,6,Admission into an internship program and permission of instructor,
AFS102,3,,
AFS105G,3,,A1
AFS106,1,,
AFS132G,3,,A2
AFS132GH,3,3.40 overall GPA,A2
AFS190,3,,A1
AFS201,4,AFS 105G,
AFS202,3,,
AFS215,3,AFS 105G,
AFS270,3,scuba diving physical examination and demonstration of strong swimming skills,
AFS290,3,,
AFS291,1,Sophomore standing; permission of instructor,
AFS300,4,AFS105G and a BIO course or permission of instructor,D1
AFS321,3,AFS 105G and concurrent enrollment in AFS 322,
AFS322,1,AFS 105G and concurrent enrollment in AFS 321,
AFS362,3,AFS 201 and 202,
AFS391,3,,
AFS392,3,,
AFS395,3,Permission of instructor,
AFS396,3,"AFS 270 or equivalent Open Water Scuba Diving certification upon approval of course instructor, and admission into the Undergraduate Marine Technical Certificate Program",
AFS397,1,"Credit or concurrent enrollment in AFS 395, permission of instructor, must pass basic swim evaluation",
AFS399,12,Students must have completed one semester at URI with a GPA above 2.0 and be a current or prospective AFS major or minor; or by permission of instructor,
AFS415,3,AFS 215 and MTH131 or MTH141,
AFS416,1,concurrent registration in AFS 415,
AFS425,3,AFS 105G or permission of instructor,
AFS432,3,AFS 105G,
AFS433,3,scuba certification and permission of instructor,
AFS440,3,permission of instructor,D1
AFS483,3,AFS 202,
AFS486,3,BIO 101 or 110,
AFS488G,3,Junior standing or permission of instructor,"B1, C1"
AFS491,3,,
AFS492,3,,
AFS498,3,Sophomore standing; for majors only; not for major credit in AFS; B or higher in course; permission of instructor,
AME204,4,,"B1, C3"
AMS393G,3,Pre: STA 308 or STA 409 or BAI 210; STA 305 or LTI/DSP 110; and MTH 215,"B3, D1"
AMS450,3,"MTH 215, MTH 451 and CSC 310 or permission of the instructor",
AMS490,4,Permission of instructor,
APG200,3,,"A2, C3"
APG201,3,,"A1, C3"
APG202,3,,"A2, C2"
APG203,3,,A2
APG282G,3,Sophomore or higher standing,"A1, C2"
APG302,3,APG 203 or permission of instructor,
APG303,3,,
APG304,3,APG 202 or permission of instructor,
APG308,3,sophomore standing,
APG308H,3,3.40 overall gpa and sophomore standing,
APG310,3,one anthropology course or permission of instructor,
APG310H,3,"3.40 overall gpa and one anthropology course, or permission of instructor",
APG311,3,,
APG319,3,,
APG325G,3,,"A2, C3"
APG328,3,one APG course or permission of instructor,
APG345,3,,
APG370,3,,
APG377,3,Permission of instructor,
APG392G,3,,"A3, C3"
APG396,6,permission of instructor,
APG399,3,"APG 201, or permission of instructor",
APG401,3,"APG 200 or 203, and junior standing; or permission of instructor",
APG411,3,"APG 201 and 202, or permission of instructor",
APG413,3,APG 203 or MAF 100 or graduate status,
APG414,3,APG 200 or APG 201 or APG 202 or APG 203,
APG415,3,"open only to juniors, seniors, and graduate students",
APG417,3,APG 202 and junior standing; or permission of instructor,
APG427,4,"APG 200, APG 201, APG 202, APG 203 and senior standing, or permission of instructor",D1
APG465,3,"at least 3 credits at the 300-level in anthropology, art history, or history; or permission of the instructor",
APG470,6,permission of instructor,
APG471,3,,
APG475G,3,"300-level coursework in sociology, anthropology, gender and women's studies, or health studies; or permission of the instructor","A2, C2"
APG477,3,,
APG490,3,"at least 3 credits of course work at the 300-level in history, anthropology or art history, or permission of instructor",
ARB497,3,instructor consent,
ART101,3,,A4
ART103,3,,A4
ART105,3,,A4
ART120,3,,A4
ART200,1,"3 of the following courses ART 101, 103, 105, or 207",
ART203,3,,
ART204,3,,
ART207,3,,A4
ART208,3,ART 207,
ART213,3,,
ART214,3,,
ART215,3,,
ART221,3,ART 101 or 207,
ART231,3,ART 101 or 207 or permission of instructor,
ART233,3,ART 101 or permission of chairperson,
ART243,3,ART 103 or permission of instructor,
ART251,3,,A3
ART252,3,,A3
ART284,3,,
ART301,3,permission of chairperson and instructor,
ART303,3,"art major status, or permission of instructor or chairperson",
ART304,3,ART 204,
ART309,3,ART 208 or permission of instructor,
ART312,4,sophomore standing,
ART314,3,ART 213,
ART315,3,ART 214 or Art 213 and 204 or permission of instructor,
ART316,3,"ART 215, or permission of instructor",
ART322,3,ART 221,
ART324,3,ART 207 and 208 and 221 or permission of instructor,
ART332,3,ART 231,
ART334,3,ART 233 or permission of chairperson,
ART344,3,ART 243 or permission of instructor,
ART354,3,,
ART356,3,,
ART359,3,ART 251 or 252 or permission of instructor,
ART361,3,,
ART362,3,,
ART364,3,,
ART365,3,ART 251 or 252 or permission of instructor,
ART366,3,,"C2, D1"
ART374,3,,
ART375,3,,
ART380,3,ART 251 or 252 or permission of instructor,
ART385,3,,
ART387G,3,"12 credits earned at 100 level or above, and one of LAR 201 or LAR 202 or ART 105 or ART 214, or permission of instructor","D1, C1"
ART395,3,Permission of instructor,
ART397,1,"Credit or concurrent enrollment in AFS 395, permission of instructor, must pass basic swim evaluation",
ART404,3,"junior, senior, or graduate standing","A4, D1"
ART405,3,Limited to senior B,
ART465,3,"at least 3 credits at the 300-level in anthropology, art history, or history; or permission of the instructor",
ART470,6,"senior standing, art history major, permission of chairperson",
ART477,6,junior standing in the B,
ART480,3,permission of instructor,
ASL101,3,,"B2, C3"
ASL102,3,ASL 101 or equivalent,"B2, C3"
AST108,4,,A1
AST108H,4,3.4 GPA and new student orientation,A1
AST118,4,,A1
AST118H,4,Must have a 3.4 overall GPA or higher,A1
AST334,3,PHY 112 or 205,
AST483,3,PHY 381 and 382,
AST484,3,PHY 381 and 382,"D1, B3"
AST491,6,,
AST492,6,,
AVS101,3,,A1
AVS102,1,credit or concurrent enrollment in 101,
AVS110,1,AVS 101,
AVS122,3,"First semester freshmen from AVS, BIO, or Marine Biology majors only",
AVS132G,3,,A2
AVS132GH,3,3.40 overall GPA,A2
AVS201,3,AVS 101,
AVS212,3,AVS 101 and 102,
AVS250,2,AVS 101 and AVS 102,
AVS275,4,AVS 101 and 102 or permission of instructor,
AVS291,1,Sophomore standing; permission of instructor,
AVS301,1,junior or senior standing,
AVS304,3,AVS 101 and AVS 102 and either AVS 323 or AVS 324,
AVS323,3,AVS 101,
AVS324,3,AVS 101,
AVS325,3,AVS 101 or permission of instructor,
AVS326,3,AVS 101,
AVS327,3,BIO 101 and 102 and sophomore standing or above,
AVS331,3,"BIO 101 or 110, or CHM 101 or CHM 103",
AVS332,3,AVS 331,
AVS333,1,credit or concurrent enrollment in 331,
AVS343,3,AVS 331,
AVS372,3,"BIO101 or BIO110, sophomore standing, or permission of instructor",
AVS390,3,,
AVS390H,3,Overall GPA of 3.4 or higher,
AVS398,1,AVS 327  and credit or concurrent enrollment in AVS 399,
AVS399,12,Students must have completed one semester at URI with a GPA above 2.0 and be a current or prospective AVS major or minor; cannot be counted for concentration credit in AVS; or by permission of instructor,
AVS404,3,Senior in good standing or permission of instructor,"D1, B4"
AVS412,3,junior standing or above,
AVS420,3,junior standing or above,
AVS427,2,"AVS 327, AVS 343",
AVS440,3,"junior standing, and BIO 101 or 110, and 102 and permission of the instructor",
AVS442,3,Sophomore standing or above and a major in any department in CELS and permission of instructor,
AVS443,3,AVS 343 or concurrent enrollment in AVS 343,D1
AVS462,4,AVS 331 and 333,
AVS463,3,AVS 331,
AVS472,3,"BIO 101 or 110, and AVS 331 or permission of instructor",D1
AVS473,1,concurrent enrollment in AVS 472,
AVS491,3,,
AVS492,3,,
AVS498,3,sophomore standing; for majors only; not for major credit in AVS; B or higher in course; permission of instructor,
BAI109,3,Open to students with a BU code or permission of the instructor,
BAI110,3,open to students with a BU code or permission of the COB dean's office,
BAI111,3,open to students passing a placement test or earning a C- or better in BAI (BUS) 113 or permission of instructor,B3
BAI210,3,Minimum of C- in BAI (BUS) 111 or MTH 131 or MTH 141,
BAI212,3,BAI (BUS) 210 or STA 308,
BAI310,3,BAI (BUS) 113 or BAI 109 or BAI 111 or MTH 131 or MTH 141,
BAI311,3,BAI (BUS) 210 or STA 308 and BAI (BUS) 310 or permission of instructor,
BAI356,3,BAI (BUS) 113 or BAI (BUS) 210 or STA308 or CSC106 or CSC201 or permission of the instructor,
BAI357,3,,
BAI358,3,,
BAI390,1,,
BAI405,3,"Open to juniors and seniors in the College of Business Administration, completion of BAI (BUS) 310 or permission of instructor",
BAI455,3,"BAI 212, BAI356, and senior standing in a degree granting college; or by permission of instructor",
BAI456,3,Junior standing in a degree-granting college and BAI212 and BAI356; or CSC 201 or CSC 211,
BAI457,3,BAI 310 or permission of instructor,
BAI458,3,,
BAI476,3,MTH 215 and (BAI (BUS) 211 or STA 308 or STA 409) and MKT (BUS) 365 - all with grades of C or better,
BAI491,3,must be a student in the College of Business with more than 75 credits and permission of instructor,
BAI492,3,must be a student in the College of Business with more than 75 credits and permission of instructor,
BAI493,6,"admission into internship program, and permission of instructor",
BIO101,3,Credit or concurrent enrollment in BIO 103,A1
BIO101H,3,Credit or concurrent enrollment in BIO 103 and a 3.4 overall GPA,A1
BIO102,3,"BIO 101 or 110, 103, and credit or concurrent enrollment in BIO 104",A1
BIO103,1,credit or concurrent enrollment in BIO 101 or 110,A1
BIO104,1,"BIO 101 or 110, 103 and credit or concurrent enrollment in 102",A1
BIO110,3,Credit or concurrent enrollment in BIO 103,A1
BIO130,1,Limited to marine biology majors,
BIO181G,3,,A1
BIO201,4,"BIO 101/103  or 110/103, and 102/104, and CHM 101, or permission of instructor",
BIO220,3,Credit or concurrent enrollment in BIO 221,
BIO221,1,Credit or concurrent enrollment in BIO 220,
BIO222,3,"BIO 220 and 221, and credit or concurrent enrollment in BIO 223",
BIO223,1,"BIO 220 and BIO 221, and credit or concurrent enrollment in BIO 222",
BIO228,1,Credit or concurrent registration in BIO 102,
BIO230G,3,Students must be of sophomore standing,C1
BIO256G,3,BIO 262 or NRS 223,"A1, C2"
BIO262,4,"BIO 101 or 110, 102 or equivalent",
BIO263,1,credit or concurrent registration in BIO 262,
BIO272,4,"GEO102 or one semester of biological sciences, or permission of instructors",
BIO282G,3,Sophomore or higher standing,"A1, C2"
BIO286,3,,
BIO291,1,Sophomore standing; permission of instructor,
BIO300,3,BIO 121 or BIO 220 and BIO 221 and BIO 222 and BIO 223 or permission of instructor,
BIO301,1,"BIO 220, BIO 221, BIO 222 and BIO 223, completion of or concurrent enrollment in KIN (BIO) 300 or permission of instructor",
BIO302,4,"BIO 101 or 110, 102, and two additional semesters of biological sciences; genetics recommended",
BIO308,3,"BIO 101 or 110, and BIO 102, or permission of instructor",
BIO310,2,concurrent enrollment in BIO308,
BIO311,4,BIO 102 or permission of instructor,
BIO320,3,CMB 201 or CMB 211,
BIO321,4,BIO 102 or permission of instructor,
BIO323,4,BIO 102,
BIO331,3,BIO 101 and BIO 102,
BIO332,4,BIO 102 or PLS 150 or permission of instructor,
BIO341,3,one semester of biological sciences and one semester of organic chemistry,
BIO345,4,BIO 260 or 360 or permission of instructor,
BIO346,3,"BIO 102, one semester of chemistry, or permission of instructor",
BIO350,4,BIO 102 or permission of instructor,
BIO352,4,"BIO 101 or 110, and BIO 102",
BIO353,1,credit or concurrent enrollment in CMB/BIO 352,
BIO354,4,"BIO 101 or 110, 102, 103, and 104",
BIO355,3,"BIO 101 or 110, and 102 or permission of instructor",
BIO360,4,"BIO 101 or 110, and 102",
BIO365,4,BIO 102,
BIO366,3,BIO 262 recommended,
BIO388,3,"BIO 101 or 110, and 102, or permission of instructor",
BIO396,3,"Pre: junior or senior standing majoring in Biological Sciences (BS), Biology (BA) or Marine Biology (BS), or permission of instructor","D1, B4"
BIO404,4,"BIO 101 or 110, and 102 and junior standing",
BIO412,4,"BIO 101 or 110, and 102, or permission of instructor",
BIO416,4,"BIO 101, 102 and  BIO 262 or BIO 360 (or permission from instructor)",
BIO417,4,"BIO 101/103 or 110/103, and 102/104; and NRS 223 or BIO 262, and permission of instructor",
BIO419,1,"concurrent enrollment in or credit for NRS/BIO 417, and permission of instructor",
BIO422,3,BIO 360 and junior standing or permission of the instructor,
BIO425G,3,"BIO 262 and junior standing, or permission of instructor","D1, B2"
BIO437,3,"CMB211, BIO352, and CMB311, or permission of instructor",
BIO439,3,"junior standing, MTH 131 or 141",
BIO440G,3,BIO101 and junior standing,"A1, B2"
BIO444,3,BIO 262 or ENT 385,
BIO452,3,BIO 352,
BIO455,3,262 or permission of instructor,
BIO465,3,BIO 262 or permission of instructor,
BIO467,3,two semesters of biology,
BIO469,5,"BIO 360, junior standing, and permission of instructor",
BIO475,5,BIO 262 and junior standing; SCUBA certification required,
BIO480,3,BIO 262 or permission of instructor,
BIO482G,3,BIO/CMB 352 and one additional BIO course at 200 level or above,D1
BIO485,4,BIO 262 or NRS 223 and 2 semesters of chemistry or permission of instructor,
BIO491,3,open only to undergraduates on arrangement with staff,
BIO492,3,open only to undergraduates on arrangement with staff,
BIO495,6,"Junior standing, BIO 475 and 469",
BIO498,1,permission of instructor,
BIS199,3,,
BIS299,2,BIS 199,
BIS319G,3,,"B1, C3"
BIS325,3,,
BIS350,6,permission of the academic department chairperson and the B,
BIS399,3,BIS199 and WRT227 or permission of instructor,"D1, B1"
BIS450,3,,
BME181,1,credit or concurrent enrollment in MTH 141 or permission of instructor,
BME207,3,(MTH 142 and PHY 204 and (credit or concurrent enrollment in BIO 220)) or permission of instructor,
BME281,1,BME 181 or permission of instructor,
BME307,3,((ELE 212 or 220) and (MTH 243 or 362)) or permission of instructor,
BME360,3,ELE 212,
BME361,1,Concurrent enrollment or credit in BME 360 is required,
BME362,3,(BME 360 and BME 361) or permission of instructor,
BME363,1,Concurrent enrollment or credit in BME 362 or permission of the instructor,
BME391,4,,
BME461,3,"ELE313, or permission of instructor",
BME464,3,(BME207 and BME360 and ELE313) or permission of instructor,
BME465,1,credit or concurrent enrollment in BME464,
BME466,3,(CHM 124 or CHM 227 and MTH 244 or 362) or permission of instructor,
BME468,3,BME360 or permission of instructor,
BME473,4,"{(MTH243 or equivalent), and (MTH451 or STA409 or ISE311 or equivalent), and (ELE314 or equivalent), and Matlab programming} or by permission of instructor",
BME484,3,(BME 207 and 362) or permission of instructor,D1
BME485,2,BME 484 or permission of instructor,D1
BME491,4,,
BPS101,,,
BPS102,,,
BPS136,3,,"A1, B2"
BPS201,3,,A1
BPS203,3,,"A1, B4"
BPS204G,3,,"A1, B4"
BPS205G,3,,"A1, B4"
BPS206,3,Open to students in the cannabis studies minor or by permission of program director,
BPS208G,3,,A1
BPS240,3,BIO 101 or BIO 110 or permission of instructor,
BPS250,1,Sophomore standing in BSPS program or permission of instructor,
BPS301,2,BSPS majors with junior standing and above,
BPS303,2,first-year Doctor of Pharmacy professional student in good standing or permission of instructor,
BPS306,2,"BPS 301, admitted to BSPS majors, and PHARM degree-granting college designation",
BPS312,3,BPS 206,
BPS313,2,CHM 228 and BSPS majors with junior standing or above,
BPS314,3,BPS 206,
BPS315,4,"Admitted to Pharmaceutical Science BS and PHARM degree-granting college designation, or by permission of instructor",
BPS316,3,BPS 206,
BPS318,2,first-year Doctor of Pharmacy professional student  or permission of instructor,
BPS319,3,First-year standing in the Pharm,
BPS320,3,This course is open to first year Doctor of Pharmacy students,
BPS321,3,BIO 101 or NEU 101 or instructor permission,
BPS325,2,"credit of concurrent enrollment in BPS 301 and BPS 313, BSPS majors, and PHARM degree-granting college designation",
BPS333,3,"NUR 213 and 234, or RN student status or permission of instructor",
BPS337,4,First professional year Doctor of Pharmacy student,
BPS338,3,"Doctor of Pharmacy professional student, P1 standing",
BPS340,3,for AVS students: AVS 331 and 333 or permission of instructor; Pre: for BSPS and Pharm,
BPS345,3,BSPS or INP major and at least sophomore standing,
BPS352,3,first-year Doctor of Pharmacy professional student in good standing or permission of instructor,
BPS401,3,"BSPS majors with junior standing or above, and BIO 222, and CMB 311",
BPS402,3,BS Pharmaceutical Sciences major and BPS 401,
BPS411,4,"STA 307, or 308, or 409, or permission of instructor",
BPS415,3,Second-year Doctor of Pharmacy student (P2) or permission of the instructor,P2
BPS418,3,second-year Doctor of Pharmacy Student; PHP 315,
BPS425,3,BSPS majors with junior standing or above and BPS 315,
BPS426,3,"Students enrolled in Pharmaceutical Sciences BS, Pharmacy PMD, Pharmaceutical Manufacturing & Formulation Minor, or Biomedical and Pharmaceutical Sciences Minor, or by permission of instructor",
BPS432,3,BIO101 (or BIO110 or NEU101) and BPS321; or instructor permission,
BPS436,3,"any one of the following--BIO 101, 104B, 113, 121, PSY 381, or permission of instructor",
BPS437,3,Doctor of Pharmacy professional student,
BPS438,3,Doctor of Pharmacy professional student,
BPS442,3,CMB 311 and BPS 321,
BPS443,2,BSPS majors with junior standing or above and BPS315,
BPS445,3,CHM 228; CMB 201 or equivalent,
BPS446,3,BIO 101 and CMB 311,
BPS450,3,CMB 311 or BIO 352 (or CMB 352) or BIO 341 or permission of instructor,
BPS451,4,"BPS 345, BSPS majors with senior standing, and PHARM degree-granting college designation",
BPS455,3,CMB 311 and CHM 227,
BPS460,12,Permission number required,
BPS497,5,permission of chairperson,
BPS498,5,permission of chairperson,
BTC102,1,Biotechnology student,
BTC110,3,"BIO 101 or 110, and 103 or concurrent enrollment",
BTC111,1,"Biotechnology majors with credit or concurrent enrollment in BTC 110, or by permission of instructor",
BTC195,5,BTC110 and BTC111,
BTC199,12,enrollment in the biotechnology manufacturing option,
BTC405,3,"BTC (CMB) 110, CMB 211 and 311",
BUS290,1,For current and prospective business students with at least 15 credits earned,
BUS325,3,,
BUS392,3,"Prospective Business students with at least one semester completed, and a minimum GPA of 2.0",
BUS494,0,BUS major and instructor consent,
CCJ200,3,"CCJ/SOC 230 and CCJ/SOC/PSC 274, or permission of instructor",
CCJ230,3,,A2
CCJ230H,3,,A2
CCJ274,3,,
CCJ274H,3,3.40 or higher overall GPA,
CCJ280,3,"CCJ major, C or better in CCJ/PSC 274, or permission of instructor",
CCJ285,3,"CCJ majors who have earned a C or better in CCJ/PSC 274(H), or by permission of instructor",
CCJ290,3,"CCJ major and C or better in CCJ/PSC 274(H), or permission of instructor",
CCJ332,3,"SOC or CCJ major, C or better in CCJ/PSC 274 and SOC/CCJ 230, and junior or senior standing or permission of instructor",
CCJ333,3,"SOC or CCJ major, C or better in CCJ/PSC 274 and SOC/CCJ 230, and junior or senior standing, or permission of instructor",
CCJ334,3,C or better in CCJ/SOC 230 or CCJ/SOC 230H and C or better in CCJ/PSC 274 or CCJ/PSC 274H; and Junior or Senior standing or permission of instructor,
CCJ361,3,Sophomore standing or instructor permission,
CCJ370,3,"SOC or CCJ major, C or better in CCJ/PSC 274 and SOC/CCJ 230, and junior or senior standing or permission of instructor",
CCJ381,1,,
CCJ400,3,"CCJ major, and C or better in CCJ/PSC 274(H) and SOC/CCJ 230(H); and junior/senior status, or permission of instructor",
CCJ403,3,"C or better in CCJ/PSC 274 and SOC/CCJ 230, at least 18 credits in CCJ major (including CCJ 370 and research course) or permission of instructor","D1, B1"
CCJ410,3,"CCJ major, C or better in CCJ274/PSC274(H) and SOC230/CCJ230(H), at least 18 credits in CCJ major (including research course) or permission of instructor","D1, B1"
CCJ450,3,Open only to juniors and seniors; C or better in CCJ/PSC 274 and SOC/CCJ 230,
CCJ456,3,"C or better in CCJ/PSC 274 or CCJ/PSC 274(H); C or better in CCJ 285; junior or senior standing, or permission of instructor",
CCJ476,3,CCJ major; C or better in CCJ274/PSC274(H) and SOC230/CCJ230(H); at least 18 credits in CCJ major (including research course) or by permission of instructor,"D1, B1"
CCJ480,3,C or better in CCJ 280 or 330 and junior standing or permission of instructor,
CCJ485,6,Permission of instructor,
CCJ490,3,"CCJ major, C or better in CCJ/PSC 274(H) and SOC/CCJ 230(H), and junior or senior standing or permission of instructor",
CHE204G,3,,"A1, B4"
CHE212,3,CHM 112 or 192 or permission of instructor,
CHE213,3,"C- or better in CHE 212 and credit or concurrent enrollment in MTH 243, or permission of instructor",
CHE232,3,"CHM 101, 103, or 191, or permission of instructor",
CHE272,3,C- or better in CHE 212 and credit or concurrent enrollment in MTH 243 or permission of instructor,
CHE314,3,C- or better in CHE 213 or permission of instructor,
CHE333,3,junior standing or permission of instructor,
CHE347,3,MTH 243 or permission of instructor,
CHE348,3,CHE 347 or permission of instructor,
CHE364,3,"C- or better in CHE 212 and credit in CHE 314, or permission of instructor",
CHE425,3,"MTH 243, CHE 364, and credit or concurrent enrollment in CHE 347 or MCE 354 or permission of instructor",
CHE428,1,CHE 348 or permission of instructor,
CHE445,2,CHE 348 or permission of instructor,
CHE446,2,CHE 348 or permission of instructor,
CHE449,3,CHE 348 or permission of instructor,
CHE451,3,"CHE 314 and CHE 348 and co-requisite of CHE 449, or permission of instructor",
CHE452,3,"CHE 364, 425, 449 (349), and 451 (351), or permission of instructor","D1, C2"
CHE466,3,(CHM 124 or CHM 227 and MTH 244 or 362) or permission of instructor,
CHE471,3,MTH 244 or permission of instructor,
CHE473,3,MTH 244 or permission of instructor,
CHE474,3,MTH 244 or permission of instructor,
CHE476,3,"CHE 232 or 333, or permission of instructor",
CHE491,6,permission of instructor,
CHE492,6,permission of instructor,
CHM101,3,"concurrent enrollment in CHM101R, or credit or concurrent enrollment in MTH131 or MTH141",A1
CHM101H,3,Honors Program New Admit or Honors Transfer Admit or CGPA 3.4 or above with a C- or better in CHM101,A1
CHM101R,1,Concurrent enrollment in CHM101,
CHM102,1,credit or concurrent enrollment in CHM 101,
CHM103,3,"Not open to students with credit in CHM101, CHM101H, or CHM191",A1
CHM103H,3,Honors Program New Admit or Honors Transfer Admit or CGPA 3.4 or above,A1
CHM105,1,credit or concurrent enrollment in CHM103 or CHM103H,
CHM112,3,CHM101 (grade of C- or better) or CHM101H (grade of C- or better),
CHM112H,3,"CHM101 (grade of C- or better) or CHM101H (grade of C- or better), and a 3.4 GPA or higher",
CHM114,1,CHM102 and credit or concurrent enrollment in CHM112 or CHM112H,
CHM124,3,CHM101 or CHM101H or CHM103 with a grade of C- or better,
CHM124H,3,CHM 101 with a grade of C- or better or CHM 103 with a grade of C- or better,
CHM126,1,"CHM102 or CHM105, and credit or concurrent enrollment in CHM124 or CHM124H",
CHM191,5,Chemistry major,
CHM192,5,"Chemistry major, and prior or concurrent enrollment in MTH141, and CHM101 or CHM101H, and CHM102 (grade of C- or better) or CHM191 (grade of C- or better)",
CHM212,4,"CHM112 or CHM112H, and CHM114 with grade of C- or better or CHM192 with grade of C- or better",
CHM226,2,"CHM114 or CHM112H, and credit or concurrent enrollment in CHM228",
CHM227,3,"CHM112 or CHM112H with grade of C- or better, or CHM192 with grade of C- or better",
CHM227H,3,"CHM112 or CHM112H with a grade of C- or better; or CHM192 with a grade of C- or better, and 3.40 overall GPA",
CHM228,3,CHM227 or CHM227H with a grade of C- or better,
CHM228H,3,"overall 3.40 gpa or higher, and CHM227 or CHM227H with a grade of C- or better",
CHM291,3,"CHM 192 with grade of C- or better, and chemistry major",
CHM292,5,"CHM 291 with grade of C- or better, and chemistry major",
CHM335,2,431,
CHM353,12,permission of instructor,D1
CHM354,12,permission of instructor,D1
CHM371,1,Permission of instructor only,
CHM391,1,,
CHM392,3,,
CHM401,3,CHM 432,
CHM402,2,CHM 401,
CHM412,3,CHM 212; and 228 or 292; and completion or concurrent enrollment in 432,
CHM414,2,credit or concurrent enrollment in 412,
CHM425,2,CHM 292 or 226 and 228 and credit or concurrent enrollment in CHM 427,
CHM427,3,"CHM 226 and 228 with a grade of C- or better, or CHM 292 with a grade of C- or better",
CHM431,3,"CHM 112 and 114 with a grade of C- or better, or CHM 192 with a grade of C- or better, and MTH 142 with a grade of C- or better, and PHY 112 or PHY 204",
CHM432,3,CHM 431with a grade of C- or better,
CHM441,3,"CHM 228 or 292, 432",
CHM461,3,"CHM 228, 228H, or 292; or permission of instructor",
CHM477,3,Instructor consent,
CHM492,1,credit or concurrent enrollment in CHM 432,
CHN101,3,no prior Chinese is required,"C2, A3"
CHN101H,3,no prior Chinese is required,"C2, A3"
CHN102,3,,"A3, C2"
CHN103,3,,"A3, C2"
CHN104,3,,
CHN111,4,,"A3, C2"
CHN111H,4,3.40 overall GPA,"A3, C2"
CHN112,4,CHN 111 or equivalent,"C2, A3"
CHN112H,4,CHN 111 or equivalent and 3.40 overall gpa,"C2, A3"
CHN121,1,,
CHN122,1,,
CHN123,1,,
CHN124,1,,
CHN205,3,CHN 104 or permission of instructor,"C2, A3"
CHN206,3,CHN 205 or permission of instructor,"C2, A3"
CHN211,4,"CHN 112, 112H or equivalent, or permission of instructor","C2, A3"
CHN211H,4,"3.40 overall gpa and CHN 112, 112H or equivalent, or permission of instructor","C2, A3"
CHN212,4,"CHN 211, 211H or equivalent, or permission of instructor","C2, A3"
CHN212H,4,"3.40 overall gpa and CHN 211, 211H or equivalent, or permission of instructor","C2, A3"
CHN231,1,,
CHN232,1,,
CHN233,1,,
CHN305,3,CHN 206 or permission of instructor,
CHN306,3,CHN 305 or permission of instructor,"C2, B4"
CHN311,4,"CHN 212, 212H or equivalent, or permission of instructor","C2, A3"
CHN311H,4,"3.40 overall gpa and CHN 212, 212H or equivalent, or permission of instructor","C2, A3"
CHN312,4,"CHN 311, 311H or equivalent, or permission of instructor","C2, A3"
CHN312H,4,"3.40 overall gpa and CHN 311, 311H or equivalent, or permission of instructor","C2, A3"
CHN401,3,CHN 306 or 316 or 316H or permission of instructor,
CHN411,4,"CHN 312 or 312H  or equivalent, or permission of instructor",
